Ders Kodu,Ders Section,Ders Adı,Hoca,Saat
ACCT 201,ACCT 201.A,Finansal Muhasebe,ALİNA TARAN,Perşembe 13:40 - 16:30
ACCT 201,ACCT 201.B,Finansal Muhasebe,ALİNA TARAN,Pazartesi 08:40 - 11:30
ACCT 201,ACCT 201.C,Finansal Muhasebe,ALİNA TARAN,Çarşamba 08:40 - 11:30
ACCT 301,ACCT 301.B,Yönetim Muhasebesi,ALİNA TARAN,Salı 15:40 - 18:30
ACCT 301,ACCT 301.B,Yönetim Muhasebesi,ALİNA TARAN,Salı 15:40 - 18:30
ACCT 301,ACCT 301.A,Yönetim Muhasebesi,ALİNA TARAN,Salı 11:40 - 14:30
ACCT 301,ACCT 301.A,Yönetim Muhasebesi,ALİNA TARAN,Salı 11:40 - 14:30
ACCT 412,ACCT 412.A,Bağımsız Denetim,SEBAHATTİN DEMİRKAN,Çarşamba 12:40 - 15:30
AI 112,AI 112.A,Yapay Zeka ve Toplum,REYHAN AYDOĞAN,Salı 15:40 - 18:30
ANTH 201,ANTH 201.A,Antropolojik Düşünce Tarihi,EZGİCAN ÖZDEMİR KELLY,Çarşamba 08:40 - 11:30
ANTH 203,ANTH 203.A,Araştırma Yöntemleri I,EZGİCAN ÖZDEMİR KELLY,Çarşamba 13:40 - 16:30
ANTH 205,ANTH 205.A,Ekonomi,ALPKAN BİRELMA,Cuma 08:40 - 11:30
ANTH 303,ANTH 303.A,Toplumsal Cinsiyet,BERNA ARSLAN,Perşembe 08:40 - 11:30
ARB 101,ARB 101.A,Arapça I,SALMA JEHAD AWAD ALAMASSI,Salı 13:40 - 15:30 / Cuma 14:40 - 16:30
ART 100,ART 100.A,Karakalem,MARTIN HARRISON,Perşembe 15:40 - 18:30
ART 101,ART 101.A,Resim I,MARTIN HARRISON,Salı 08:40 - 11:30
ART 101,ART 101.B,Resim I,MARTIN HARRISON,Perşembe 08:40 - 11:30
ART 102,ART 102.A,Resim II,MARTIN HARRISON,Salı 15:40 - 18:30
AVM 101,AVM 101.A,Hava Taşımacılığı,MEHMET ERTÜRK,Pazartesi 13:40 - 16:30
AVM 101,AVM 101.B,Hava Taşımacılığı,MEHMET ERTÜRK,Salı 13:40 - 16:30
BUS 100,BUS 100.B,İşletmenin Temelleri,AHMET MURAT FİŞ,Perşembe 16:40 - 17:30 / Salı 16:40 - 18:30
BUS 100,BUS 100.A,İşletmenin Temelleri,AHMET MURAT FİŞ,Salı 14:40 - 16:30 / Perşembe 16:40 - 17:30
BUS 102,BUS 102.B,İşletmeye Giriş II (Girişimcilik),BOCHRA IDRIS,Salı 14:40 - 16:30
BUS 102,BUS 102.A,İşletmeye Giriş II (Girişimcilik),BOCHRA IDRIS,Salı 16:40 - 18:30
BUS 190,BUS 190.B,İşletme Bilişimine Giriş,PELİN ATAHAN DEMİRCİLER,Salı 12:40 - 13:30
BUS 190,BUS 190.D,İşletme Bilişimine Giriş,PELİN ATAHAN DEMİRCİLER,Salı 11:40 - 12:30
BUS 190,BUS 190.E,İşletme Bilişimine Giriş,PELİN ATAHAN DEMİRCİLER,Salı 12:40 - 13:30
BUS 190,BUS 190.F,İşletme Bilişimine Giriş,PELİN ATAHAN DEMİRCİLER,Salı 13:40 - 14:30
BUS 190,BUS 190.C,İşletme Bilişimine Giriş,PELİN ATAHAN DEMİRCİLER,Salı 13:40 - 14:30
BUS 190,BUS 190.A,İşletme Bilişimine Giriş,PELİN ATAHAN DEMİRCİLER,Salı 11:40 - 12:30
BUS 201,BUS 201.B,İş Kararı Modelleme,NAGİHAN ÇÖMEZ DOLGAN,Pazartesi 08:40 - 11:30
BUS 201,BUS 201.A,İş Kararı Modelleme,BO WEI,Çarşamba 14:40 - 17:30
BUS 201,BUS 201.B,İş Kararı Modelleme,NAGİHAN ÇÖMEZ DOLGAN,Pazartesi 08:40 - 11:30
BUS 201,BUS 201.A,İş Kararı Modelleme,BO WEI,Çarşamba 14:40 - 17:30
BUS 301,BUS 301.A,İş Analitiği,AYŞE ÇETİNEL,Çarşamba 12:40 - 15:30
BUS 311,BUS 311.A,Staj I,Staj I,
BUS 312,BUS 312.A,Staj II,Staj II,
CE 208,CE 208.A,Yapı İşletmesi,SENEM SEYİS KAZAZOĞLU,Pazartesi 10:40 - 12:30 / Cuma 10:40 - 12:30
CE 302,CE 302.A,Zemin Mekaniği,SAFİYE FEYZA ÇİNİCİOĞLU,Salı 14:40 - 16:30 / Pazartesi 16:40 - 18:30
CE 310,CE 310.A,Ulaştırma Mühendisliği,BEKİR OĞUZ BARTIN,Pazartesi 12:40 - 15:30
CE 420,CE 420.A,Geoteknik Deprem Mühendisliği,MUSTAFA ATİLLA ANSAL,Çarşamba 15:40 - 18:30
CE 424,CE 424.A,Geoteknik Yapılar,SAFİYE FEYZA ÇİNİCİOĞLU,Perşembe 13:40 - 16:30
CHEM 111,CHEM 111.A,Kimya,İLKNUR ERUÇAR FINDIKÇI,Pazartesi 12:40 - 14:30 / Çarşamba 12:40 - 14:30
CHEM 111,CHEM 111.B,Kimya,İLKNUR ERUÇAR FINDIKÇI,Pazartesi 08:40 - 10:30 / Çarşamba 08:40 - 10:30
CHN 101,CHN 101.A,Çince I,LALE GÜNER,Pazartesi 10:40 - 12:30 / Çarşamba 10:40 - 12:30
CHN 202,CHN 202.A,Çince IV,LALE GÜNER,Pazartesi 13:40 - 15:30 / Çarşamba 15:40 - 17:30
COD 316,COD 316.A,Anlatı Yapıları,METİN ÇAVUŞ,Salı 13:40 - 16:30
COD 322,COD 322.A,Tasarım İçin Rol Oynama,SALİH ALP TUĞAN,Perşembe 13:40 - 16:30
COD 323,COD 323.A,Ses Tasarımı,SALİH ALP TUĞAN,Çarşamba 13:40 - 16:30
COD 403,COD 403.A,Etkileşimli Pazarlama,METİN ÇAVUŞ,Cuma 16:40 - 19:30
CS 104,CS 104.A,Programlamaya Giriş,ALİ ERKAN,Pazartesi 08:40 - 10:30 / Pazartesi 08:40 - 10:30
CS 105,CS 105.A,Nesne-Yönelimli Programlamaya Giriş,NİTEL MUHTAROĞLU,Salı 08:40 - 10:30 / Cuma 08:40 - 10:30
CS 201,CS 201.B,Veri Yapıları ve Algoritmalar,EMRE SEFER,Salı 09:40 - 11:30
CS 201,CS 201.A,Veri Yapıları ve Algoritmalar,OLCAY TANER YILDIZ,Salı 09:40 - 11:30
CS 202,CS 202.A,Veritabanı Yönetim Sistemleri,HÜSEYİN ULUSOY,Çarşamba 12:40 - 15:30
CS 240,CS 240.A,Bilgisayar Mimarisi,İSMAİL AKTÜRK,Salı 14:40 - 17:30
CS 320,CS 320.A,Yazılım Mühendisliği,HASAN SÖZER,Çarşamba 09:40 - 12:30
CS 321,CS 321.A,Programlama Paradigmaları,MUSTAFA FURKAN KIRAÇ,Salı 08:40 - 11:30
CS 350,CS 350.A,İşletim Sistemleri,İSMAİL ARI,Çarşamba 15:40 - 18:30
CS 410,CS 410.A,Otomat Kuramı ve Biçimsel Diller,OLCAY TANER YILDIZ,Salı 14:40 - 16:30 / Perşembe 14:40 - 16:30
CS 423,CS 423.A,Bilgisayarla Görme,HASAN FEHMİ ATEŞ,Pazartesi 11:40 - 14:30
CS 434,CS 434.A,Yazılım Tasarım Örüntüleri,EMRE KAPLAN,Cuma 14:40 - 17:30
CS 440,CS 440.A,Finansta Makine Öğrenmesi,EMRE SEFER,Salı 12:40 - 15:30
CS 440,CS 440.A,Finansta Makine Öğrenmesi,EMRE SEFER,Salı 12:40 - 15:30
CS 447,CS 447.A,Bilgisayar Ağları,MEHMET REHA CİVANLAR,Salı 20:40 - 22:30 / Pazartesi 20:40 - 21:30
CS 452,CS 452.A,Python ile Veri Bilimi,OLCAY TANER YILDIZ,Pazartesi 08:40 - 11:30 / Pazartesi 08:40 - 11:30
CS 454,CS 454.A,Yapay Sinir Ağları ve Otomatik Öğrenmeye Giriş,AHMET İBRAHİM ETHEM ALPAYDIN,Perşembe 10:40 - 13:30
CS 460,CS 460.A,Bilgi Erişim Sistemleri ve Arama Motorları,ZEYNEP İLKNUR KARADENİZ EROL,Pazartesi 15:40 - 18:30
CS 462,CS 462.A,Çok Etmenli Sistemlerde Ortak Karar Alma,REYHAN AYDOĞAN,Çarşamba 11:40 - 14:30
ECON 101,ECON 101.B,Mikroekonomi,ÖZGÜN EKİCİ,Cuma 09:40 - 12:30
ECON 101,ECON 101.C,Mikroekonomi,YUSUF KULU,Çarşamba 08:40 - 11:30
ECON 101,ECON 101.D,Mikroekonomi,YUSUF KULU,Cuma 09:40 - 12:30
ECON 101,ECON 101.E,Mikroekonomi,YUSUF KULU,Pazartesi 08:40 - 11:30
ECON 101,ECON 101.F,Mikroekonomi,ÖZGÜN EKİCİ,Perşembe 13:40 - 16:30
ECON 101,ECON 101.A,Mikroekonomi,BAŞAK ALTAN ÖZENER,Çarşamba 08:40 - 11:30
ECON 102,ECON 102.B,Makroekonomi,GÖNÜL ŞENGÜL,Cuma 09:40 - 12:30
ECON 102,ECON 102.C,Makroekonomi,ONURSAL BAĞIRGAN,Cuma 09:40 - 12:30
ECON 102,ECON 102.A,Makroekonomi,GÖNÜL ŞENGÜL,Çarşamba 08:40 - 11:30
ECON 201,ECON 201.A,İleri Mikroekonomi,BEGÜM GÜNEY,Perşembe 08:40 - 11:30
ECON 202,ECON 202.A,İleri Makroekonomi,ONURSAL BAĞIRGAN,Salı 09:40 - 10:30 / Pazartesi 09:40 - 12:30
ECON 301,ECON 301.A,Ekonometri I,UMUT AKOVALI,Cuma 11:40 - 12:30 / Salı 13:40 - 16:30
ECON 302,ECON 302.A,Ekonometri II,GÖZDE ÇÖREKÇİOĞLU İSHAKOĞLU,Cuma 11:40 - 12:30 / Salı 11:40 - 14:30
ECON 307,ECON 307.A,Oyun Kuramı,ÖZGÜN EKİCİ,Perşembe 10:40 - 13:30
ECON 309,ECON 309.A,Para ve Bankacılık,UMUT AKOVALI,Pazartesi 08:40 - 11:30
ECON 311,ECON 311.A,Deneysel İktisat,BEGÜM GÜNEY,Çarşamba 08:40 - 11:30
ECON 402,ECON 402.A,Türkiye Ekonomisi,GÖNÜL ŞENGÜL,Pazartesi 13:40 - 16:30
ECON 403,ECON 403.A,Bağımsız Araştırma - ECON,CEYDA MADEN EYİUSTA,
EE 201,EE 201.A,Sinyaller ve Sistemler,EVŞEN YANMAZ ADAM,Perşembe 11:40 - 14:30
EE 202,EE 202.A,Devre Analizi,UMUT BAŞARAN,Salı 08:40 - 10:30 / Çarşamba 08:40 - 10:30
EE 203,EE 203.A,Sayısal Sistemler,İLKER HAMZAOĞLU,Salı 11:40 - 14:30
EE 301,EE 301.A,Elektronik I,KADİR DURAK,Pazartesi 13:40 - 16:30
EE 341,EE 341.A,Haberleşme Sistemlerinin Temelleri,EVŞEN YANMAZ ADAM,Pazartesi 09:40 - 12:30
EE 442,EE 442.A,Sayısal Haberleşmeye Giriş,MOHAMMED ELAMASSIE,Perşembe 08:40 - 11:30
EE 462,EE 462.A,HDL Tabanlı Sayısal Sistemler Tasarımı,İLKER HAMZAOĞLU,Pazartesi 15:40 - 18:30
EE 491,EE 491.A,Kontrol sistemleri,HAMZA AHMED MOUSA MAKHAMREH HAMZA AHMED MOUSA MAKHAMREH,Perşembe 08:40 - 11:30
ENG 101,ENG 101.AU,İngilizce I,ERAY SEVİNGİL BİLİCİ,Cuma 10:40 - 12:30 / Çarşamba 12:40 - 14:30
ENG 101,ENG 101.AR,İngilizce I,ÖMER MAHİR SARIGÜL,Pazartesi 10:40 - 12:30 / Çarşamba 12:40 - 14:30
ENG 101,ENG 101.AS,İngilizce I,ÖMER MAHİR SARIGÜL,Pazartesi 16:40 - 18:30 / Çarşamba 16:40 - 18:30
ENG 101,ENG 101.AT,İngilizce I,DİDEM TARTAN,Pazartesi 12:40 - 14:30 / Perşembe 08:40 - 10:30
ENG 101,ENG 101.AP,İngilizce I,SHIVA KHOEI OSKOUEI,Pazartesi 11:40 - 13:30 / Çarşamba 11:40 - 13:30
ENG 101,ENG 101.AV,İngilizce I,ERAY SEVİNGİL BİLİCİ,Cuma 14:40 - 16:30 / Pazartesi 08:40 - 10:30
ENG 101,ENG 101.C,İngilizce I,GITI AMININAJAFI,Pazartesi 10:40 - 12:30 / Çarşamba 12:40 - 14:30
ENG 101,ENG 101.AX,İngilizce I,MİNA DOST,Cuma 10:40 - 12:30 / Çarşamba 12:40 - 14:30
ENG 101,ENG 101.AY,İngilizce I,MİNA DOST,Pazartesi 08:40 - 10:30 / Cuma 08:40 - 10:30
ENG 101,ENG 101.B,İngilizce I,GITI AMININAJAFI,Çarşamba 16:40 - 18:30 / Cuma 08:40 - 10:30
ENG 101,ENG 101.AO,İngilizce I,SHIVA KHOEI OSKOUEI,Çarşamba 16:40 - 18:30 / Cuma 08:40 - 10:30
ENG 101,ENG 101.D,İngilizce I,ELMAS ONBAŞI GÜL,Perşembe 12:40 - 14:30 / Pazartesi 14:40 - 16:30
ENG 101,ENG 101.AW,İngilizce I,MİNA DOST,Pazartesi 12:40 - 14:30 / Perşembe 08:40 - 10:30
ENG 101,ENG 101.AN,İngilizce I,SHIVA KHOEI OSKOUEI,Perşembe 12:40 - 14:30 / Pazartesi 14:40 - 16:30
ENG 101,ENG 101.AH,İngilizce I,MERVE ELBİRLİK TÜLEK,Pazartesi 12:40 - 14:30 / Perşembe 08:40 - 10:30
ENG 101,ENG 101.AL,İngilizce I,SELEN YILDIZ,Çarşamba 16:40 - 18:30 / Cuma 08:40 - 10:30
ENG 101,ENG 101.AK,İngilizce I,SELEN YILDIZ,Perşembe 12:40 - 14:30 / Pazartesi 14:40 - 16:30
ENG 101,ENG 101.AJ,İngilizce I,MERVE ELBİRLİK TÜLEK,Cuma 14:40 - 16:30 / Çarşamba 08:40 - 10:30
ENG 101,ENG 101.AI,İngilizce I,MERVE ELBİRLİK TÜLEK,Cuma 10:40 - 12:30 / Çarşamba 12:40 - 14:30
ENG 101,ENG 101.G,İngilizce I,BEDRA BETÜL ŞENOL,Perşembe 12:40 - 14:30 / Pazartesi 14:40 - 16:30
ENG 101,ENG 101.AG,İngilizce I,MELTEM AKPINAR YILMAZ,Cuma 14:40 - 16:30 / Çarşamba 08:40 - 10:30
ENG 101,ENG 101.AF,İngilizce I,MELTEM AKPINAR YILMAZ,Cuma 10:40 - 12:30 / Çarşamba 12:40 - 14:30
ENG 101,ENG 101.AE,İngilizce I,MELTEM AKPINAR YILMAZ,Pazartesi 12:40 - 14:30 / Perşembe 08:40 - 10:30
ENG 101,ENG 101.AD,İngilizce I,ALI NEZAMI,Pazartesi 16:40 - 18:30 / Perşembe 16:40 - 18:30
ENG 101,ENG 101.AC,İngilizce I,ALI NEZAMI,Çarşamba 16:40 - 18:30 / Cuma 16:40 - 18:30
ENG 101,ENG 101.AB,İngilizce I,ALI NEZAMI,Pazartesi 12:40 - 14:30 / Çarşamba 14:40 - 16:30
ENG 101,ENG 101.AA,İngilizce I,ZEYNEP ŞEBNEM BAYRAKTAR,Pazartesi 10:40 - 12:30 / Çarşamba 12:40 - 14:30
ENG 101,ENG 101.A,İngilizce I,GITI AMININAJAFI,Perşembe 12:40 - 14:30 / Pazartesi 14:40 - 16:30
ENG 101,ENG 101.E,İngilizce I,ELMAS ONBAŞI GÜL,Çarşamba 16:40 - 18:30 / Cuma 08:40 - 10:30
ENG 101,ENG 101.AM,İngilizce I,SELEN YILDIZ,Pazartesi 11:40 - 13:30 / Çarşamba 11:40 - 13:30
ENG 101,ENG 101.F,İngilizce I,ELMAS ONBAŞI GÜL,Pazartesi 10:40 - 12:30 / Çarşamba 12:40 - 14:30
ENG 101,ENG 101.H,İngilizce I,BEDRA BETÜL ŞENOL,Çarşamba 16:40 - 18:30 / Cuma 08:40 - 10:30
ENG 101,ENG 101.M,İngilizce I,IŞIL ÖZDEMİR,Pazartesi 12:40 - 14:30 / Perşembe 08:40 - 10:30
ENG 101,ENG 101.L,İngilizce I,ÖZLEM BAYKAN BÜLBÜL,Pazartesi 10:40 - 12:30 / Çarşamba 12:40 - 14:30
ENG 101,ENG 101.N,İngilizce I,IŞIL ÖZDEMİR,Cuma 10:40 - 12:30 / Çarşamba 12:40 - 14:30
ENG 101,ENG 101.O,İngilizce I,IŞIL ÖZDEMİR,Cuma 14:40 - 16:30 / Pazartesi 08:40 - 10:30
ENG 101,ENG 101.P,İngilizce I,AYŞE NESLİHAN SABUNCU,Pazartesi 12:40 - 14:30 / Perşembe 08:40 - 10:30
ENG 101,ENG 101.Q,İngilizce I,AYŞE NESLİHAN SABUNCU,Cuma 10:40 - 12:30 / Çarşamba 12:40 - 14:30
ENG 101,ENG 101.R,İngilizce I,AYŞE NESLİHAN SABUNCU,Cuma 14:40 - 16:30 / Pazartesi 08:40 - 10:30
ENG 101,ENG 101.K,İngilizce I,ÖZLEM BAYKAN BÜLBÜL,Çarşamba 16:40 - 18:30 / Cuma 08:40 - 10:30
ENG 101,ENG 101.S,İngilizce I,HALİME KUTLUTAN AK,Pazartesi 12:40 - 14:30 / Perşembe 08:40 - 10:30
ENG 101,ENG 101.U,İngilizce I,HALİME KUTLUTAN AK,Cuma 14:40 - 16:30 / Pazartesi 08:40 - 10:30
ENG 101,ENG 101.V,İngilizce I,DENİZ KILAVUZ,Pazartesi 12:40 - 14:30 / Perşembe 08:40 - 10:30 / Pazartesi 12:40 - 14:30 / Perşembe 08:40 - 10:30
ENG 101,ENG 101.W,İngilizce I,DENİZ KILAVUZ,Cuma 10:40 - 12:30 / Çarşamba 12:40 - 14:30 / Cuma 10:40 - 12:30 / Çarşamba 12:40 - 14:30
ENG 101,ENG 101.X,İngilizce I,DENİZ KILAVUZ,Cuma 14:40 - 16:30 / Pazartesi 08:40 - 10:30 / Cuma 14:40 - 16:30 / Pazartesi 08:40 - 10:30
ENG 101,ENG 101.Y,İngilizce I,ZEYNEP ŞEBNEM BAYRAKTAR,Pazartesi 14:40 - 16:30 / Cuma 14:40 - 16:30
ENG 101,ENG 101.Z,İngilizce I,ZEYNEP ŞEBNEM BAYRAKTAR,Çarşamba 08:40 - 10:30 / Perşembe 08:40 - 10:30
ENG 101,ENG 101.T,İngilizce I,HALİME KUTLUTAN AK,Cuma 10:40 - 12:30 / Çarşamba 12:40 - 14:30
ENG 101,ENG 101.J,İngilizce I,ÖZLEM BAYKAN BÜLBÜL,Perşembe 12:40 - 14:30 / Pazartesi 14:40 - 16:30
ENG 101,ENG 101.I,İngilizce I,BEDRA BETÜL ŞENOL,Pazartesi 10:40 - 12:30 / Çarşamba 12:40 - 14:30
ENG 102,ENG 102.J,İngilizce II,PETEK ŞİRİN,Çarşamba 08:40 - 10:30 / Perşembe 08:40 - 10:30
ENG 102,ENG 102.M,İngilizce II,SEVGÜL AKBUZ EZGİN,Cuma 16:40 - 18:30 / Perşembe 08:40 - 10:30
ENG 102,ENG 102.N,İngilizce II,SAADET TIKAÇ ANDIÇ,Salı 16:40 - 18:30 / Çarşamba 08:40 - 10:30 / Salı 16:40 - 18:30 / Çarşamba 08:40 - 10:30
ENG 102,ENG 102.K,İngilizce II,PETEK ŞİRİN,Pazartesi 16:40 - 18:30 / Çarşamba 16:40 - 18:30
ENG 102,ENG 102.O,İngilizce II,SAADET TIKAÇ ANDIÇ,Salı 12:40 - 14:30 / Cuma 08:40 - 10:30 / Salı 12:40 - 14:30 / Cuma 08:40 - 10:30
ENG 102,ENG 102.P,İngilizce II,SULTAN ZEYDAN,Perşembe 08:40 - 10:30 / Cuma 08:40 - 10:30
ENG 102,ENG 102.A,İngilizce II,BURAK ŞENEL,Perşembe 10:40 - 12:30 / Pazartesi 12:40 - 14:30
ENG 102,ENG 102.L,İngilizce II,SEVGÜL AKBUZ EZGİN,Salı 10:40 - 12:30 / Çarşamba 08:40 - 10:30
ENG 102,ENG 102.I,İngilizce II,SANİYE ÇANCI ÇALIŞANELLER,Perşembe 12:40 - 14:30 / Pazartesi 13:40 - 15:30
ENG 102,ENG 102.C,İngilizce II,BURAK ŞENEL,Çarşamba 12:40 - 14:30 / Perşembe 12:40 - 14:30
ENG 102,ENG 102.D,İngilizce II,NİL ALGAN BİLEN,Perşembe 11:40 - 13:30 / Pazartesi 13:40 - 15:30
ENG 102,ENG 102.E,İngilizce II,NİL ALGAN BİLEN,Çarşamba 08:40 - 10:30 / Cuma 08:40 - 10:30
ENG 102,ENG 102.F,İngilizce II,NİL ALGAN BİLEN,Çarşamba 12:40 - 14:30 / Pazartesi 16:40 - 18:30
ENG 102,ENG 102.G,İngilizce II,SANİYE ÇANCI ÇALIŞANELLER,Cuma 10:40 - 12:30 / Pazartesi 08:40 - 10:30
ENG 102,ENG 102.H,İngilizce II,SANİYE ÇANCI ÇALIŞANELLER,Salı 08:40 - 10:30 / Cuma 08:40 - 10:30
ENG 102,ENG 102.B,İngilizce II,BURAK ŞENEL,Pazartesi 16:40 - 18:30 / Cuma 16:40 - 18:30
ENG 303,ENG 303.I,Teknik İletişim,SEDEF ERDOĞAN GIOVANELLI,Perşembe 12:40 - 15:30
ENG 303,ENG 303.H,Teknik İletişim,İLKAY TUZCU TIĞLI,Perşembe 08:40 - 11:30
ENG 303,ENG 303.J,Teknik İletişim,SEDEF ERDOĞAN GIOVANELLI,Cuma 08:40 - 11:30
ENG 303,ENG 303.G,Teknik İletişim,İLKAY TUZCU TIĞLI,Çarşamba 11:40 - 14:30
ENG 303,ENG 303.F,Teknik İletişim,İLKAY TUZCU TIĞLI,Cuma 08:40 - 11:30
ENG 303,ENG 303.L,Teknik İletişim,SEDEF ERDOĞAN GIOVANELLI,Pazartesi 08:40 - 11:30
ENG 303,ENG 303.K,Teknik İletişim,SEDEF ERDOĞAN GIOVANELLI,Perşembe 08:40 - 11:30
ENG 303,ENG 303.A,Teknik İletişim,ELİF KANDEMİR,Salı 15:40 - 18:30
ENG 303,ENG 303.B,Teknik İletişim,ELİF KANDEMİR,Perşembe 12:40 - 15:30
ENG 303,ENG 303.C,Teknik İletişim,ELİF KANDEMİR,Çarşamba 11:40 - 14:30
ENG 303,ENG 303.D,Teknik İletişim,ELİF KANDEMİR,Perşembe 08:40 - 11:30
ENG 303,ENG 303.E,Teknik İletişim,İLKAY TUZCU TIĞLI,Salı 15:40 - 18:30
ENTR 303,ENTR 303.A,Yaratıcılık ve Fikir Geliştirme,MERİÇ BIÇAKCIOĞLU,Çarşamba 08:40 - 11:30
ENTR 305,ENTR 305.A,Girişimci Pazarlama,XIAOHAN WEN,Pazartesi 09:40 - 12:30
ENTR 308,ENTR 308.A,Girişimci Finans,MEHMET ERKAN SAVRAN,Perşembe 13:40 - 16:30
ENTR 310,ENTR 310.A,Yeni Girişimlerde Liderlik ve Yönetim,BOCHRA IDRIS,Perşembe 10:40 - 13:30
ENTR 403,ENTR 403.A,Sosyal Girişimcilik ve Yenilikçilik,MERİÇ BIÇAKCIOĞLU,Perşembe 13:40 - 16:30
ENTR 405,ENTR 405.A,Bağımsız Araştırma - ENTR,CEYDA MADEN EYİUSTA,
ENTR 407,ENTR 407.A,Aile Şirketlerinde Girişimci Yönetim,SEVGİ PEREK,Pazartesi 12:40 - 15:30
ENTR 408,ENTR 408.A,Kurum İçi Girişimcilik,BOCHRA IDRIS,Pazartesi 15:40 - 18:30
FIN 202,FIN 202.B,Finans,CANSU İSKENDEROĞLU ŞAHİN,Perşembe 13:40 - 16:30
FIN 202,FIN 202.A,Finans,ÖZLEM AKIN,Cuma 09:40 - 12:30
FIN 204,FIN 204.A,Finansal Tablolar Analizi,CANSU İSKENDEROĞLU ŞAHİN,Salı 10:40 - 13:30
FIN 301,FIN 301.A,Yatırımlar,ERRIKOS MELISSINOS,Cuma 08:40 - 11:30
FIN 302,FIN 302.A,Kurumsal Finans,ÖZLEM AKIN,Perşembe 10:40 - 13:30
FIN 401,FIN 401.A,Uluslararası Finans,ERRIKOS MELISSINOS,Cuma 15:40 - 18:30
FIN 403,FIN 403.A,Bağımsız Araştırma - FIN,CEYDA MADEN EYİUSTA,
FIN 404,FIN 404.A,Sabit Getirili Menkul Kıymetler,EMRAH AHİ,Pazartesi 08:40 - 11:30
FIN 419,FIN 419.A,Şirket Değerleme,MEHMET ERKAN SAVRAN,Çarşamba 09:40 - 12:30
FRE 101,FRE 101.D,Fransızca I,OLGA SOKOLOVA,Salı 08:40 - 10:30 / Cuma 08:40 - 10:30
FRE 101,FRE 101.A,Fransızca I,SALMA JEHAD AWAD ALAMASSI,Salı 11:40 - 13:30 / Perşembe 08:40 - 10:30
FRE 101,FRE 101.C,Fransızca I,OLGA SOKOLOVA,Pazartesi 11:40 - 13:30 / Perşembe 12:40 - 14:30
FRE 101,FRE 101.B,Fransızca I,OLGA SOKOLOVA,Salı 14:40 - 16:30 / Cuma 14:40 - 16:30
FRE 102,FRE 102.A,Fransızca II,SALMA JEHAD AWAD ALAMASSI,Perşembe 10:40 - 12:30 / Pazartesi 08:40 - 10:30
FRE 201,FRE 201.A,Fransızca III,OLGA SOKOLOVA,Cuma 10:40 - 12:30 / Pazartesi 14:40 - 16:30
GARM 224,GARM 224.A,Gıda ve Sürdürülebilirlik,CANDAN TÜRKKAN,Pazartesi 08:40 - 11:30
GARM 484,GARM 484.A,Türkiye Tarımının Ekonomi Politiği,CANDAN TÜRKKAN,Salı 12:40 - 15:30
GER 101,GER 101.A,Almanca I,ŞEVVAL BEGÜM KARAVİT,Cuma 10:40 - 12:30 / Salı 11:40 - 13:30
GER 101,GER 101.C,Almanca I,Katharina Andrea Hartmann,Salı 11:40 - 13:30 / Cuma 16:40 - 18:30
GER 101,GER 101.B,Almanca I,Katharina Andrea Hartmann,Perşembe 14:40 - 16:30 / Salı 08:40 - 10:30
GER 102,GER 102.A,Almanca II,Katharina Andrea Hartmann,Perşembe 10:40 - 12:30 / Pazartesi 08:40 - 10:30
GER 102,GER 102.B,Almanca II,ŞEVVAL BEGÜM KARAVİT,Perşembe 10:40 - 12:30 / Pazartesi 08:40 - 10:30
GER 201,GER 201.A,Almanca III,ŞEVVAL BEGÜM KARAVİT,Salı 08:40 - 10:30 / Perşembe 08:40 - 10:30
GER 201,GER 201.B,Almanca III,ŞEVVAL BEGÜM KARAVİT,Pazartesi 16:40 - 18:30 / Perşembe 16:40 - 18:30
GER 202,GER 202.A,Almanca IV,Katharina Andrea Hartmann,Pazartesi 13:40 - 15:30 / Cuma 08:40 - 10:30
HIST 103,HIST 103.A,Dünya Tarihi I,FERAY COŞKUN,Salı 15:40 - 18:30
HIST 103,HIST 103.B,Dünya Tarihi I,FERAY COŞKUN,Perşembe 10:40 - 13:30
HIST 104,HIST 104.A,Dünya Tarihi II,OYA İKLİL SELÇUK,Çarşamba 11:40 - 14:30
HIST 104,HIST 104.B,Dünya Tarihi II,MERİH EROL,Salı 12:40 - 15:30
HIST 201,HIST 201.A,Atatürk İlkeleri ve İnkılap Tarihi I,ÖZKAN AKPINAR,Çarşamba 14:40 - 16:30
HIST 201,HIST 201.B,Atatürk İlkeleri ve İnkılap Tarihi I,MUSTAFA BATMAN,Perşembe 11:40 - 13:30
HIST 201,HIST 201.C,Atatürk İlkeleri ve İnkılap Tarihi I,ELİF KEVSER ÖZER ALBAYRAK,Çarşamba 14:40 - 16:30
HIST 201,HIST 201.D,Atatürk İlkeleri ve İnkılap Tarihi I,BAŞAK AKGÜL KOVANKAYA,Cuma 16:40 - 18:30
HIST 201,HIST 201.K,Atatürk İlkeleri ve İnkılap Tarihi I,ÖZLEM DİLBER,Perşembe 16:40 - 18:30
HIST 201,HIST 201.J,Atatürk İlkeleri ve İnkılap Tarihi I,ÖZLEM DİLBER,Cuma 16:40 - 18:30
HIST 201,HIST 201.I,Atatürk İlkeleri ve İnkılap Tarihi I,ÖZLEM DİLBER,Perşembe 11:40 - 13:30
